component_id,source_row,page,section_no,tariff_code,service_name,sequence,rule_type,status,customer_group,percent,permille,rate_limit,amount,min_fee,max_fee,lower_bound,upper_bound,range_basis,basis,unit,frequency,extra_cost,reference,condition,description,original_fee_text,source_ref
8-16-01,113,7,8,8-16,هزینه کارشناسی (ارزیابی) طرح ها,1,RATE,دارای کارمزد,,,0.5,جزء از سقف کل,,,,,,,مبلغ درخواستی,,,,,هنگام پذیرش طرح/درخواست؛ غیرقابل برگشت,0.5 در هزار مبلغ درخواستی در هنگام پذیرش، غیرقابل برگشت,1.5 در هزار تسهیلات مصوب (فقط سهم بانک)، شامل 0.5 در هزار مبلغ درخواستی در هنگام پذیرش طرح که از مشتری اخذ شده و غیرقابل برگشت است؛ مابقی در صورت تصویب تا میزان 1.5 در هزار پس از کسر 0.5 در هزار مبلغ مأخوذه قبلی، در زمان انعقاد قرارداد از مشتری اخذ می گردد,پیوست (کارمزدهای ریالی).pdf - صفحه 7
8-16-02,113,7,8,8-16,هزینه کارشناسی (ارزیابی) طرح ها,2,RATE,دارای کارمزد,,,1.5,سقف کل,,,,,,,تسهیلات مصوب (فقط سهم بانک),,,,,در صورت تصویب و هنگام انعقاد قرارداد؛ پس از کسر مبلغ مأخوذه مرحله قبل,کل کارمزد تا 1.5 در هزار تسهیلات مصوب؛ مابقی پس از کسر 0.5 در هزار قبلی اخذ می شود,1.5 در هزار تسهیلات مصوب (فقط سهم بانک)، شامل 0.5 در هزار مبلغ درخواستی در هنگام پذیرش طرح که از مشتری اخذ شده و غیرقابل برگشت است؛ مابقی در صورت تصویب تا میزان 1.5 در هزار پس از کسر 0.5 در هزار مبلغ مأخوذه قبلی، در زمان انعقاد قرارداد از مشتری اخذ می گردد,پیوست (کارمزدهای ریالی).pdf - صفحه 7
8-17-01,114,7,8,8-17,هزینه کارشناسی تسهیلات سرمایه در گردش (3),1,RATE,دارای کارمزد,,,0.5,دقیق,,,,,,,تسهیلات مصوب,,,,,,0.5 در هزار تسهیلات مصوب (فقط سهم بانک),0.5 در هزار تسهیلات مصوب (فقط سهم بانک),پیوست (کارمزدهای ریالی).pdf - صفحه 7
8-18-01,115,7,8,8-18,هزینه کارشناسی کالای سرمایه ای واحدهای تولیدی، خدماتی و بازرگانی خارج از طرح (4),1,RATE,دارای کارمزد,,,0.5,جزء از سقف کل,,,,,,,مبلغ درخواستی,,,,,هنگام پذیرش طرح/درخواست؛ غیرقابل برگشت,0.5 در هزار مبلغ درخواستی در هنگام پذیرش، غیرقابل برگشت,1.5 در هزار تسهیلات مصوب (فقط سهم بانک) جهت تأمین کالاهای سرمایه ای، شامل 0.5 در هزار مبلغ درخواستی در هنگام پذیرش که از مشتری اخذ شده و غیرقابل برگشت است؛ مابقی در صورت تصویب تا میزان 1.5 در هزار پس از کسر 0.5 در هزار مبلغ مأخوذه قبلی، در زمان انعقاد قرارداد از مشتری اخذ می گردد,پیوست (کارمزدهای ریالی).pdf - صفحه 7
8-18-02,115,7,8,8-18,هزینه کارشناسی کالای سرمایه ای واحدهای تولیدی، خدماتی و بازرگانی خارج از طرح (4),2,RATE,دارای کارمزد,,,1.5,سقف کل,,,,,,,تسهیلات مصوب (فقط سهم بانک),,,,,در صورت تصویب و هنگام انعقاد قرارداد؛ پس از کسر مبلغ مأخوذه مرحله قبل,کل کارمزد تا 1.5 در هزار تسهیلات مصوب؛ مابقی پس از کسر 0.5 در هزار قبلی اخذ می شود,1.5 در هزار تسهیلات مصوب (فقط سهم بانک) جهت تأمین کالاهای سرمایه ای، شامل 0.5 در هزار مبلغ درخواستی در هنگام پذیرش که از مشتری اخذ شده و غیرقابل برگشت است؛ مابقی در صورت تصویب تا میزان 1.5 در هزار پس از کسر 0.5 در هزار مبلغ مأخوذه قبلی، در زمان انعقاد قرارداد از مشتری اخذ می گردد,پیوست (کارمزدهای ریالی).pdf - صفحه 7
8-19-01,116,7,8,8-19,هزینه کارشناسی در ایجاد تعهدات (ضمانتنامه، برات، فاکتورینگ، گشایش اعتبار اسنادی و غیره),1,RATE,دارای کارمزد,,,0.5,دقیق,,,,,,,مبلغ تعهد مورد درخواست,,,,,,0.5 در هزار مبلغ تعهد مورد درخواست,0.5 در هزار مبلغ تعهد مورد درخواست,پیوست (کارمزدهای ریالی).pdf - صفحه 7
8-20-01,117,7,8,8-20,تهیه گزارش اطلاعات اعتباری مشتمل بر استعلام از شاهکار، آدرس، استفاده از سامانه های داخلی، لیست سیاه و ... (تسهیلات/تعهدات),1,FIXED_AMOUNT,دارای کارمزد,حقیقی,,,,720000,,,,,,,,,,,,"اشخاص حقیقی: 720,000 ریال (5)","اشخاص حقیقی: 720,000 ریال (5)؛ اشخاص حقوقی: 2,880,000 ریال (6)",پیوست (کارمزدهای ریالی).pdf - صفحه 7
8-20-02,117,7,8,8-20,تهیه گزارش اطلاعات اعتباری مشتمل بر استعلام از شاهکار، آدرس، استفاده از سامانه های داخلی، لیست سیاه و ... (تسهیلات/تعهدات),2,FIXED_AMOUNT,دارای کارمزد,حقوقی,,,,2880000,,,,,,,,,,,,"اشخاص حقوقی: 2,880,000 ریال (6)","اشخاص حقیقی: 720,000 ریال (5)؛ اشخاص حقوقی: 2,880,000 ریال (6)",پیوست (کارمزدهای ریالی).pdf - صفحه 7
8-21-01,118,7,8,8-21,تشکیل پرونده اعتباری اعم از تعهدات یا تسهیلات (به استثنای قرض الحسنه),1,FIXED_AMOUNT,دارای کارمزد,,,,,576000,,,,,,,,,,,,"576,000 ریال","576,000 ریال",پیوست (کارمزدهای ریالی).pdf - صفحه 7
8-22-01,119,7,8,8-22,پذیرش اوراق گواهی حق تقدم هنگام پرداخت تسهیلات,1,RATE,دارای کارمزد,,,1,دقیق,,,,,,,مبلغ تسهیلات,,,,,,یک در هزار مبلغ تسهیلات,یک در هزار مبلغ تسهیلات,پیوست (کارمزدهای ریالی).pdf - صفحه 7
8-23-01,120,7,8,8-23,ارائه صورت اطلاعات تسهیلات و تعهدات به درخواست مشتری,1,FIXED_AMOUNT,دارای کارمزد,,,,,120000,,,,,,,برگ,,,,,"120,000 ریال برای هر برگ","120,000 ریال برای هر برگ",پیوست (کارمزدهای ریالی).pdf - صفحه 7
8-24-01,121,7,8,8-24,تغییر شرایط مصوبات ابلاغی صادره از سوی ارکان اعتباری بالاتر از رکن اعتباری شعبه به درخواست مشتری و منوط به صدور مصوبه جدید (تسهیلات/تعهدات),1,FIXED_AMOUNT,دارای کارمزد,حقیقی,,,,1100000,,,,,,,,,,,,"اشخاص حقیقی: مقطوع 1,100,000 ریال","برای اشخاص حقیقی: مقطوع 1,100,000 ریال؛ برای اشخاص حقوقی: 0.5 درصد مبلغ تسهیلات مصوب، حداقل 1,100,000 ریال و حداکثر 6,000,000 ریال",پیوست (کارمزدهای ریالی).pdf - صفحه 7
8-24-02,121,7,8,8-24,تغییر شرایط مصوبات ابلاغی صادره از سوی ارکان اعتباری بالاتر از رکن اعتباری شعبه به درخواست مشتری و منوط به صدور مصوبه جدید (تسهیلات/تعهدات),2,RATE,دارای کارمزد,حقوقی,0.5,,,,1100000,6000000,,,,مبلغ تسهیلات مصوب,,,,,,"اشخاص حقوقی: 0.5 درصد مبلغ تسهیلات مصوب؛ حداقل 1,100,000 و حداکثر 6,000,000 ریال","برای اشخاص حقیقی: مقطوع 1,100,000 ریال؛ برای اشخاص حقوقی: 0.5 درصد مبلغ تسهیلات مصوب، حداقل 1,100,000 ریال و حداکثر 6,000,000 ریال",پیوست (کارمزدهای ریالی).pdf - صفحه 7
8-25-01,122,7,8,8-25,موافقت با تنظیم اجاره نامه بر روی هر واحد مورد رهن,1,NO_FEE,بدون کارمزد,حقیقی,,,,,,,,,,,,,,,,برای اشخاص حقیقی: بدون کارمزد,"برای اشخاص حقیقی: بدون کارمزد؛ برای اشخاص حقوقی: مقطوع 1,200,000 ریال",پیوست (کارمزدهای ریالی).pdf - صفحه 7
8-25-02,122,7,8,8-25,موافقت با تنظیم اجاره نامه بر روی هر واحد مورد رهن,2,FIXED_AMOUNT,دارای کارمزد,حقوقی,,,,1200000,,,,,,,,,,,,"برای اشخاص حقوقی: مقطوع 1,200,000 ریال","برای اشخاص حقیقی: بدون کارمزد؛ برای اشخاص حقوقی: مقطوع 1,200,000 ریال",پیوست (کارمزدهای ریالی).pdf - صفحه 7
8-26-01,123,7,8,8-26,بررسی و تصویب درخواست امهال (7),1,RATE,دارای کارمزد,,,0.2,دقیق,,,120000000,,,,مبلغ مورد امهال,,,,,,0.2 در هزار مبلغ مورد امهال، حداکثر 120 میلیون ریال,0.2 در هزار مبلغ مورد امهال، حداکثر 120 میلیون ریال,پیوست (کارمزدهای ریالی).pdf - صفحه 7
8-27-01,124,7,8,8-27,توقف عملیات اجرایی در هر نوبت بعد از صدور اجرائیه نسبت به قراردادهای رهنی، داخلی و چک به تقاضای بدهکار/راهن/سایر ذی نفعان (ضامنین، اشخاص ثالث و غیره),1,RATE,دارای کارمزد,,,0.2,دقیق,,,120000000,,,,کل بدهی,,,,,,0.2 در هزار کل بدهی، حداکثر 120 میلیون ریال,0.2 در هزار کل بدهی، حداکثر 120 میلیون ریال,پیوست (کارمزدهای ریالی).pdf - صفحه 7
8-28-01,125,7,8,8-28,هزینه استعلام از سازمان ثبت احوال کشور,1,REFERENCE,تعرفه مرجع,,,,,,,,,,,,,,,تعرفه اعلامی سازمان ثبت احوال کشور,,معادل تعرفه اعلامی از سوی سازمان ثبت احوال کشور (مندرج در قانون بودجه سنواتی),معادل تعرفه اعلامی از سوی سازمان ثبت احوال کشور (مندرج در قانون بودجه سنواتی),پیوست (کارمزدهای ریالی).pdf - صفحه 7
8-29-01,126,7,8,8-29,ثبت و نگهداری سفته های تضمینی,1,NO_FEE,بدون کارمزد,حقیقی,,,,,,,,,,,,,,,,اشخاص حقیقی: بدون کارمزد,"اشخاص حقیقی: بدون کارمزد؛ اشخاص حقوقی: مقطوع 120,000 ریال",پیوست (کارمزدهای ریالی).pdf - صفحه 7
8-29-02,126,7,8,8-29,ثبت و نگهداری سفته های تضمینی,2,FIXED_AMOUNT,دارای کارمزد,حقوقی,,,,120000,,,,,,,,,,,,"اشخاص حقوقی: مقطوع 120,000 ریال","اشخاص حقیقی: بدون کارمزد؛ اشخاص حقوقی: مقطوع 120,000 ریال",پیوست (کارمزدهای ریالی).pdf - صفحه 7
8-30-01,127,7,8,8-30,انتقال قراردادهای تسهیلاتی,1,FIXED_AMOUNT,دارای کارمزد,,,,,240000,,,,,,,,,هزینه پست,,,"240,000 ریال + هزینه پست در صورت وجود","240,000 ریال + هزینه پست در صورت وجود",پیوست (کارمزدهای ریالی).pdf - صفحه 7
8-31-01,128,7,8,8-31,موافقت با تجمیع دو یا چند پلاک به منظور پرداخت تسهیلات مشارکت,1,NO_FEE,بدون کارمزد,,,,,,,,,,,,,,,,,بدون کارمزد,بدون کارمزد,پیوست (کارمزدهای ریالی).pdf - صفحه 7
8-32-01,129,7,8,8-32,موافقت با تغییر و اصلاح حدود اربعه پلاک در رهن بانک,1,NO_FEE,بدون کارمزد,حقیقی,,,,,,,,,,,,,,,,برای اشخاص حقیقی: بدون کارمزد,"برای اشخاص حقیقی: بدون کارمزد؛ برای اشخاص حقوقی: 1,000,000 ریال",پیوست (کارمزدهای ریالی).pdf - صفحه 7
8-32-02,129,7,8,8-32,موافقت با تغییر و اصلاح حدود اربعه پلاک در رهن بانک,2,FIXED_AMOUNT,دارای کارمزد,حقوقی,,,,1000000,,,,,,,,,,,,"برای اشخاص حقوقی: 1,000,000 ریال","برای اشخاص حقیقی: بدون کارمزد؛ برای اشخاص حقوقی: 1,000,000 ریال",پیوست (کارمزدهای ریالی).pdf - صفحه 7
8-33-01,130,7,8,8-33,درخواست تمدید مدت تعویض وثیقه غیر همزمان,1,NO_FEE,بدون کارمزد,حقیقی,,,,,,,,,,,,,,,,برای اشخاص حقیقی: بدون کارمزد,"برای اشخاص حقیقی: بدون کارمزد؛ برای اشخاص حقوقی: 1,000,000 ریال",پیوست (کارمزدهای ریالی).pdf - صفحه 7
8-33-02,130,7,8,8-33,درخواست تمدید مدت تعویض وثیقه غیر همزمان,2,FIXED_AMOUNT,دارای کارمزد,حقوقی,,,,1000000,,,,,,,,,,,,"برای اشخاص حقوقی: 1,000,000 ریال","برای اشخاص حقیقی: بدون کارمزد؛ برای اشخاص حقوقی: 1,000,000 ریال",پیوست (کارمزدهای ریالی).pdf - صفحه 7
8-34-01,131,7,8,8-34,موافقت با تنظیم سند پیش فروش روی واحد مورد مشارکت بانک,1,NO_FEE,بدون کارمزد,حقیقی,,,,,,,,,,,,,,,,برای اشخاص حقیقی: بدون کارمزد,"برای اشخاص حقیقی: بدون کارمزد؛ برای اشخاص حقوقی: 1,000,000 ریال",پیوست (کارمزدهای ریالی).pdf - صفحه 7
8-34-02,131,7,8,8-34,موافقت با تنظیم سند پیش فروش روی واحد مورد مشارکت بانک,2,FIXED_AMOUNT,دارای کارمزد,حقوقی,,,,1000000,,,,,,,,,,,,"برای اشخاص حقوقی: 1,000,000 ریال","برای اشخاص حقیقی: بدون کارمزد؛ برای اشخاص حقوقی: 1,000,000 ریال",پیوست (کارمزدهای ریالی).pdf - صفحه 7
8-35-01,132,7,8,8-35,تنظیم پیش نویس و ثبت سند رهنی در سیستم,1,NO_FEE,بدون کارمزد,حقیقی,,,,,,,,,,,,,,,,برای اشخاص حقیقی: بدون کارمزد,"برای اشخاص حقیقی: بدون کارمزد؛ برای اشخاص حقوقی: 1,000,000 ریال",پیوست (کارمزدهای ریالی).pdf - صفحه 7
8-35-02,132,7,8,8-35,تنظیم پیش نویس و ثبت سند رهنی در سیستم,2,FIXED_AMOUNT,دارای کارمزد,حقوقی,,,,1000000,,,,,,,,,,,,"برای اشخاص حقوقی: 1,000,000 ریال","برای اشخاص حقیقی: بدون کارمزد؛ برای اشخاص حقوقی: 1,000,000 ریال",پیوست (کارمزدهای ریالی).pdf - صفحه 7
8-36-01,133,7,8,8-36,تمدید پیش نویس قراردادهای رهنی پس از طی مهلت یک ماهه,1,NO_FEE,بدون کارمزد,,,,,,,,,,,,,,,,,بدون کارمزد,بدون کارمزد,پیوست (کارمزدهای ریالی).pdf - صفحه 7
8-37-01,134,7,8,8-37,اصلاح یا برگشت مبلغ اضافه واریزی اقساط (به درخواست مشتری),1,NO_FEE,بدون کارمزد,حقیقی,,,,,,,,,,,,,,,,برای اشخاص حقیقی: بدون کارمزد,"برای اشخاص حقیقی: بدون کارمزد؛ برای اشخاص حقوقی: 1,000,000 ریال",پیوست (کارمزدهای ریالی).pdf - صفحه 7
8-37-02,134,7,8,8-37,اصلاح یا برگشت مبلغ اضافه واریزی اقساط (به درخواست مشتری),2,FIXED_AMOUNT,دارای کارمزد,حقوقی,,,,1000000,,,,,,,,,,,,"برای اشخاص حقوقی: 1,000,000 ریال","برای اشخاص حقیقی: بدون کارمزد؛ برای اشخاص حقوقی: 1,000,000 ریال",پیوست (کارمزدهای ریالی).pdf - صفحه 7
8-38-01,135,7,8,8-38,تشکیل پرونده برای پرداخت بیمه غرامت فوت گیرندگان تسهیلات,1,NO_FEE,بدون کارمزد,,,,,,,,,,,,,,,,,بدون کارمزد,بدون کارمزد,پیوست (کارمزدهای ریالی).pdf - صفحه 7
8-39-01,136,7,8,8-39,وصول مطالبات اعم از برون سپاری به مؤسسات/شرکت های ذی ربط یا توسط خود مؤسسه اعتباری,1,NO_FEE,بدون کارمزد,,,,,,,,,,,,,,,,,بدون کارمزد,بدون کارمزد,پیوست (کارمزدهای ریالی).pdf - صفحه 7
9-1-01,137,8,9,9-1,نگهداری مانده های مطالبه نشده و راکد (سالانه),1,FIXED_AMOUNT,دارای کارمزد,,,,,30000,,,,,,,,,,,,"30,000 ریال","30,000 ریال",پیوست (کارمزدهای ریالی).pdf - صفحه 8
9-2-01,138,8,9,9-2,تهیه تصویر (صدور سند المثنی)/چاپ مجدد اسناد روزهای قبل به درخواست مشتری (1),1,FIXED_AMOUNT,دارای کارمزد,,,,,57600,,,,,,,,,,,,"57,600 ریال","57,600 ریال",پیوست (کارمزدهای ریالی).pdf - صفحه 8
9-3-01,139,8,9,9-3,بازیابی تصاویر دوربین های مدار بسته (اعم از داخل و بیرون) شعب به درخواست مشتری/دستور مرجع قضایی,1,NO_FEE,بدون کارمزد,,,,,,,,,,,,,,,,,بدون کارمزد,بدون کارمزد,پیوست (کارمزدهای ریالی).pdf - صفحه 8
9-4-01,140,8,9,9-4,اطلاعات درخواستی مشتریان جهت ارائه به بازرسان قانونی و حسابرسان مستقل آن ها,1,FIXED_AMOUNT,دارای کارمزد,,,,,1008000,,,,,,,حساب,,,,,"به ازای هر حساب 1,008,000 ریال","به ازای هر حساب 1,008,000 ریال",پیوست (کارمزدهای ریالی).pdf - صفحه 8
9-5-01,141,8,9,9-5,گواهی اعلام بدهی و یا مانده هرگونه از حساب ها به مراجع ذی صلاح به درخواست مشتری (2),1,FIXED_AMOUNT,دارای کارمزد,,,,,288000,,,,,,,,,,,,"288,000 ریال","288,000 ریال",پیوست (کارمزدهای ریالی).pdf - صفحه 8
9-6-01,142,8,9,9-6,دریافت حضوری قبوض آب، برق، گاز، تلفن (ثابت-همراه)، شهرداری، راهنمایی و رانندگی و موارد مشابه (از سازمان/شرکت ذی ربط),1,FIXED_AMOUNT,دارای کارمزد,,,,,57600,,,,,,,,,,,,"57,600 ریال","57,600 ریال",پیوست (کارمزدهای ریالی).pdf - صفحه 8
9-7-01,143,8,9,9-7,تأیید اصالت وکالتنامه,1,FIXED_AMOUNT,دارای کارمزد,,,,,120000,,,,,,,,,,,,"120,000 ریال","120,000 ریال",پیوست (کارمزدهای ریالی).pdf - صفحه 8
9-8-01,144,8,9,9-8,ارائه تأییدیه شماره حساب و شماره شبا به سایر سازمان ها بنا به درخواست مشتری,1,NO_FEE,بدون کارمزد,حقیقی,,,,,,,,,,,,,,,,برای اشخاص حقیقی: بدون کارمزد,"برای اشخاص حقیقی: بدون کارمزد؛ برای اشخاص حقوقی: 20,000 ریال",پیوست (کارمزدهای ریالی).pdf - صفحه 8
9-8-02,144,8,9,9-8,ارائه تأییدیه شماره حساب و شماره شبا به سایر سازمان ها بنا به درخواست مشتری,2,FIXED_AMOUNT,دارای کارمزد,حقوقی,,,,20000,,,,,,,,,,,,"برای اشخاص حقوقی: 20,000 ریال","برای اشخاص حقیقی: بدون کارمزد؛ برای اشخاص حقوقی: 20,000 ریال",پیوست (کارمزدهای ریالی).pdf - صفحه 8
9-9-01,145,8,9,9-9,محاسبه و پرداخت سهم الارث وراث از حساب متوفی (حسب مدارک مثبته),1,NO_FEE,بدون کارمزد,,,,,,,,,,,,,,,,,بدون کارمزد,بدون کارمزد,پیوست (کارمزدهای ریالی).pdf - صفحه 8
9-10-01,146,8,9,9-10,اخذ کد بورسی به درخواست مشتری از طریق مراجعه به شعبه,1,FIXED_AMOUNT,دارای کارمزد,,,,,100000,,,,,,,,,,,,"100,000 ریال","100,000 ریال",پیوست (کارمزدهای ریالی).pdf - صفحه 8
9-11-01,147,8,9,9-11,ارائه خدمات مربوط به ETC برای بار اول,1,FIXED_AMOUNT,دارای کارمزد,,,,,40000,,,,,,,,,هزینه برچسب,,,"40,000 ریال + هزینه برچسب","40,000 ریال + هزینه برچسب",پیوست (کارمزدهای ریالی).pdf - صفحه 8
9-12-01,148,8,9,9-12,اخذ استعلام وضعیت اعتباری (تسهیلات و تعهدات) و ماده (21) حساب جاری از سامانه بانک مرکزی جهت ارائه به سایر سازمان ها و نهادها,1,NO_FEE,بدون کارمزد,,,,,,,,,,,,,,,,,بدون کارمزد,بدون کارمزد,پیوست (کارمزدهای ریالی).pdf - صفحه 8
9-13-01,149,8,9,9-13,ارائه تصویر مدارک موجود در پرونده تسهیلاتی یا قراردادهای افتتاح حساب اشخاص حقیقی به تسهیلات گیرنده یا صاحب حساب,1,NO_FEE,بدون کارمزد,,,,,,,,,,,,,,,,,بدون کارمزد,بدون کارمزد,پیوست (کارمزدهای ریالی).pdf - صفحه 8
9-14-01,150,8,9,9-14,استعلام مربوط به اخذ فرم ماده (186) قانون مالیات های مستقیم,1,FIXED_AMOUNT,دارای کارمزد,,,,,140000,,,,,,,,,,,,"140,000 ریال","140,000 ریال",پیوست (کارمزدهای ریالی).pdf - صفحه 8
9-15-01,151,8,9,9-15,استعلام و به روزرسانی کدپستی به درخواست مشتری (دریافت نشانی، مختصات جغرافیایی، تولید گواهی کد پستی) از طریق مراجعه به شعبه,1,FIXED_AMOUNT,دارای کارمزد,,,,,100000,,,,,,,,,هزینه استعلام,,,"100,000 ریال + هزینه استعلام در صورت وجود","100,000 ریال + هزینه استعلام در صورت وجود",پیوست (کارمزدهای ریالی).pdf - صفحه 8
9-16-01,152,8,9,9-16,انجام استعلام از مراجع ذی ربط (نظیر شهرداری، سازمان نظام وظیفه و شرکت مترو) جهت انجام/ارائه عملیات/خدمات بانکی,1,FIXED_AMOUNT,دارای کارمزد,,,,,140000,,,,,,,,,هزینه استعلام,,,"140,000 ریال + هزینه استعلام در صورت وجود","140,000 ریال + هزینه استعلام در صورت وجود",پیوست (کارمزدهای ریالی).pdf - صفحه 8
9-17-01,153,8,9,9-17,استعلام مالکیت شماره تلفن همراه از سامانه شاهکار,1,FIXED_AMOUNT,دارای کارمزد,,,,,100000,,,,,,,,,هزینه استعلام,,,"100,000 ریال + هزینه استعلام","100,000 ریال + هزینه استعلام",پیوست (کارمزدهای ریالی).pdf - صفحه 8
